#Ind	Tok	NER	COMP	COREF	CLINK	REL	WIKI	MCBD
# 3-SPSP187205180201
379	件	O	O	O	_	_	_	_
380	法	B-org.busi	B-comp.name	O	_	_	_	_
381	昌	I-org.busi	I-comp.name	O	_	_	_	_
382	洋	I-org.busi	O	O	_	_	_	_
383	行	I-org.busi	O	O	_	_	_	_
384	黄	O	O	O	_	_	_	_
385	絲	O	O	O	_	_	_	_
386	二	O	O	O	_	_	_	_
387	十	O	O	O	_	_	_	_
388	包	O	O	O	_	_	_	_
389	粘	B-org.busi	O	O	_	_	_	_
390	孖	I-org.busi	O	O	_	_	_	_
391	治	I-org.busi	O	O	_	_	_	_
392	洋	I-org.busi	O	O	_	_	_	_
393	行	I-org.busi	O	O	_	_	_	_
394	河	B-org.adm	O	O	_	_	_	_
395	南	I-org.adm	O	O	_	_	_	_
396	府	I-org.adm	O	O	_	_	_	_
397	綢	O	O	O	_	_	_	_
398	二	O	O	O	_	_	_	_
399	件	O	O	O	_	_	_	_
400	沙	B-org.busi	O	O	_	_	_	_
401	咪	I-org.busi	O	O	_	_	_	_
402	洋	I-org.busi	O	O	_	_	_	_
403	行	I-org.busi	O	O	_	_	_	_
404	河	B-org.adm	O	O	_	_	_	_
405	南	I-org.adm	O	O	_	_	_	_
406	府	I-org.adm	O	O	_	_	_	_
407	綢	O	O	O	_	_	_	_
408	三	O	O	O	_	_	_	_
410	件	O	O	O	_	_	_	_
411	聞	O	O	O	_	_	_	_
412	業	O	O	O	_	_	_	_
413	絲	O	O	O	_	_	_	_
414	者	O	O	O	_	_	_	_
415	云	O	O	O	_	_	_	_
416	三	B-time.rel.month	O	O	_	_	_	_
417	月	I-time.rel.month	O	O	_	_	_	_
418	分	I-time.rel.month	O	O	_	_	_	_
419	内	O	O	O	_	_	_	_
420	共	O	O	O	_	_	_	_
421	出	O	O	O	_	_	_	_
422	口	O	O	O	_	_	_	_
423	廠	O	O	O	_	_	_	_
424	絲	O	O	O	_	_	_	_
425	白	O	O	O	_	_	_	_
426	絲	O	O	O	_	_	_	_
427	黄	O	O	O	_	_	_	_
428	絲	O	O	O	_	_	_	_
429	灰	O	O	O	_	_	_	_
430	絲	O	O	O	_	_	_	_
431	等	O	O	O	_	_	_	_
432	有	O	O	O	_	_	_	_
433	二	O	O	O	_	_	_	_
434	千	O	O	O	_	_	_	_
435	數	O	O	O	_	_	_	_
436	百	O	O	O	_	_	_	_
437	包	O	O	O	_	_	_	_
438	之	O	O	O	_	_	_	_
439	多	O	O	O	_	_	_	_
440	而	O	O	O	_	_	_	_
441	日	B-loc.adm.nat	O	O	_	_	Q17	_
442	本	I-loc.adm.nat	O	O	_	_	_	_
443	絲	O	O	O	_	_	_	_
444	銷	O	O	O	_	_	_	_
445	路	O	O	O	_	_	_	_
446	或	O	O	O	_	_	_	_
447	且	O	O	O	_	_	_	_
448	過	O	O	O	_	_	_	_
449	此	O	O	O	_	_	_	_
451	吾	O	O	O	_	_	_	_
452	國	O	O	O	_	_	_	_
453	絲	O	O	O	_	_	_	_
454	蠶	O	O	O	_	_	_	_
455	家	O	O	O	_	_	_	_
456	其	O	O	O	_	_	_	_
457	急	O	O	O	_	_	_	_
458	圖	O	O	O	_	_	_	_
459	之	O	O	O	_	_	_	_

# 2-SPSP191702121011
0	中	B-org.asso	O	O	_	_	_	_
1	國	I-org.asso	O	O	_	_	_	_
2	烟	I-org.asso	O	O	_	_	_	_
3	酒	I-org.asso	O	O	_	_	_	_
4	聯	I-org.asso	O	O	_	_	_	_
5	合	I-org.asso	O	O	_	_	_	_
6	會	I-org.asso	O	O	_	_	_	_
7	昨	B-time.rel.day	O	O	_	_	_	_
8	日	I-time.rel.day	O	O	_	_	_	_
9	下	O	O	O	_	_	_	_
10	午	O	O	O	_	_	_	_
11	二	O	O	O	_	_	_	_
12	時	O	O	O	_	_	_	_
13	開	O	O	O	_	_	_	_
14	常	O	O	O	_	_	_	_
15	會	O	O	O	_	_	_	_
16	到	O	O	O	_	_	_	_
17	者	O	O	O	_	_	_	_
18	胡	B-pers.ind	B-comp.name	O	_	_	_	_
19	靜	I-pers.ind	I-comp.name	O	_	_	_	_
20	軒	I-pers.ind	I-comp.name	O	_	_	_	_
21	朱	B-pers.ind	B-comp.name	O	_	_	_	_
22	崑	I-pers.ind	I-comp.name	O	_	_	_	_
23	山	I-pers.ind	I-comp.name	O	_	_	_	_
24	王	B-pers.ind	B-comp.name	O	_	_	_	_
25	頌	I-pers.ind	I-comp.name	O	_	_	_	_
26	芬	I-pers.ind	I-comp.name	O	_	_	_	_
27	莊	B-pers.ind	B-comp.name	O	_	_	_	_
28	成	I-pers.ind	I-comp.name	O	_	_	_	_
29	道	I-pers.ind	I-comp.name	O	_	_	_	_
30	等	O	O	O	_	_	_	_
31	三	O	O	O	_	_	_	_
32	十	O	O	O	_	_	_	_
33	餘	O	O	O	_	_	_	_
34	人	O	O	O	_	_	_	_
35	首	O	O	O	_	_	_	_
36	由	O	O	O	_	_	_	_
37	主	O	B-comp.func	O	_	_	_	_
38	席	O	I-comp.func	O	_	_	_	_
39	陳	B-pers.ind	B-comp.name	O	_	_	_	_
41	良	I-pers.ind	I-comp.name	O	_	_	_	_
42	玉	I-pers.ind	I-comp.name	O	_	_	_	_
43	報	O	O	O	_	_	_	_
44	告	O	O	O	_	_	_	_
45	公	O	O	O	_	_	_	_
46	致	O	O	O	_	_	_	_
47	全	B-org.asso	O	O	_	_	_	_
48	國	I-org.asso	O	O	_	_	_	_
49	商	I-org.asso	O	O	_	_	_	_
50	會	I-org.asso	O	O	_	_	_	_
51	聯	I-org.asso	O	O	_	_	_	_
52	合	I-org.asso	O	O	_	_	_	_
53	會	I-org.asso	O	O	_	_	_	_
54	謝	B-pers.ind	B-comp.name	O	_	_	_	_
55	函	I-pers.ind	I-comp.name	O	_	_	_	_
56	業	I-pers.ind	I-comp.name	O	_	_	_	_
57	於	O	O	O	_	_	_	_
58	昨	B-time.rel.day	O	O	_	_	_	_
59	日	I-time.rel.day	O	O	_	_	_	_
60	發	O	O	O	_	_	_	_
61	遞	O	O	O	_	_	_	_
62	近	O	O	O	_	_	_	_
63	日	O	O	O	_	_	_	_
64	迭	O	O	O	_	_	_	_
65	接	O	O	O	_	_	_	_
66	京	B-loc.adm.town	O	O	_	_	Q956	_
67	師	I-loc.adm.town	O	O	_	_	_	_
68	聶	B-pers.ind	B-comp.name	O	_	_	_	_
69	允	I-pers.ind	I-comp.name	O	_	_	_	_
70	文	I-pers.ind	I-comp.name	O	_	_	_	_
71	茅	B-pers.ind	B-comp.name	O	_	_	_	_
72	佐	I-pers.ind	I-comp.name	O	_	_	_	_
73	腴	I-pers.ind	I-comp.name	O	_	_	_	_
74	等	O	O	O	_	_	_	_
75	來	O	O	O	_	_	_	_
76	函	O	O	O	_	_	_	_
77	叙	O	O	O	_	_	_	_
78	述	O	O	O	_	_	_	_
79	近	O	O	O	_	_	_	_
80	日	O	O	O	_	_	_	_
82	情	O	O	O	_	_	_	_
83	形	O	O	O	_	_	_	_
84	悉	O	O	O	_	_	_	_
85	財	O	O	O	_	_	_	_
86	政	O	O	O	_	_	_	_
87	會	O	O	O	_	_	_	_
88	尙	O	O	O	_	_	_	_
89	未	O	O	O	_	_	_	_
90	將	O	O	O	_	_	_	_
91	煙	O	O	O	_	_	_	_
92	酒	O	O	O	_	_	_	_
93	税	O	O	O	_	_	_	_
94	提	O	O	O	_	_	_	_
95	議	O	O	O	_	_	_	_
96	報	O	O	O	_	_	_	_
97	告	O	O	O	_	_	_	_
98	畢	O	O	O	_	_	_	_
99	卽	O	O	O	_	_	_	_
100	由	O	O	O	_	_	_	_
101	副	O	B-comp.func	O	_	_	_	_
102	幹	O	I-comp.func	O	_	_	_	_
103	事	O	I-comp.func	O	_	_	_	_
104	陳	B-pers.ind	B-comp.name	O	_	[101]	_	_
105	祝	I-pers.ind	I-comp.name	O	_	_	_	_
106	三	I-pers.ind	I-comp.name	O	_	_	_	_
107	起	O	O	O	_	_	_	_
108	言	O	O	O	_	_	_	_
109	本	O	O	O	_	_	_	_
110	會	O	O	O	_	_	_	_
111	請	O	O	O	_	_	_	_
112	願	O	O	O	_	_	_	_
113	一	O	O	O	_	_	_	_
114	案	O	O	O	_	_	_	_
115	自	O	O	O	_	_	_	_
116	經	O	O	O	_	_	_	_
117	政	O	O	O	_	_	_	_
118	府	O	O	O	_	_	_	_
119	發	O	O	O	_	_	_	_
120	交	O	O	O	_	_	_	_
121	財	B-org.ent	O	O	_	_	_	_
123	政	I-org.ent	O	O	_	_	_	_
124	討	I-org.ent	O	O	_	_	_	_
125	論	I-org.ent	O	O	_	_	_	_
126	會	I-org.ent	O	O	_	_	_	_
127	以	O	O	O	_	_	_	_
128	來	O	O	O	_	_	_	_
129	巳	O	O	O	_	_	_	_
130	將	O	O	O	_	_	_	_
131	兩	O	O	O	_	_	_	_
132	月	O	O	O	_	_	_	_
133	乃	O	O	O	_	_	_	_
134	至	O	O	O	_	_	_	_
135	今	O	O	O	_	_	_	_
136	延	O	O	O	_	_	_	_
137	擱	O	O	O	_	_	_	_
138	不	O	O	O	_	_	_	_
139	議	O	O	O	_	_	_	_
140	實	O	O	O	_	_	_	_
141	使	O	O	O	_	_	_	_
142	商	O	O	O	_	_	_	_
143	人	O	O	O	_	_	_	_
144	萬	O	O	O	_	_	_	_
145	分	O	O	O	_	_	_	_
146	懸	O	O	O	_	_	_	_
147	盻	O	O	O	_	_	_	_
148	現	O	O	O	_	_	_	_
149	在	O	O	O	_	_	_	_
150	兩	O	O	O	_	_	_	_
151	業	O	O	O	_	_	_	_
152	中	O	O	O	_	_	_	_
153	人	O	O	O	_	_	_	_
154	蓋	O	O	O	_	_	_	_
155	章	O	O	O	_	_	_	_
156	到	O	O	O	_	_	_	_
157	會	O	O	O	_	_	_	_
158	催	O	O	O	_	_	_	_
159	促	O	O	O	_	_	_	_
160	公	O	O	O	_	_	_	_
161	呈	O	O	O	_	_	_	_
162	政	O	O	O	_	_	_	_
164	府	O	O	O	_	_	_	_
165	迅	O	O	O	_	_	_	_
166	予	O	O	O	_	_	_	_
167	飭	O	O	O	_	_	_	_
168	議	O	O	O	_	_	_	_
169	者	O	O	O	_	_	_	_
170	巳	O	O	O	_	_	_	_
171	有	O	O	O	_	_	_	_
172	七	O	O	O	_	_	_	_
173	十	O	O	O	_	_	_	_
174	餘	O	O	O	_	_	_	_
175	家	O	O	O	_	_	_	_
176	自	O	O	O	_	_	_	_
177	應	O	O	O	_	_	_	_
178	早	O	O	O	_	_	_	_
179	日	O	O	O	_	_	_	_
180	進	O	O	O	_	_	_	_
181	行	O	O	O	_	_	_	_
182	嗣	O	O	O	_	_	_	_
183	由	O	O	O	_	_	_	_
184	喬	B-pers.ind	B-comp.name	O	_	_	_	_
185	良	I-pers.ind	I-comp.name	O	_	_	_	_
186	幹	I-pers.ind	I-comp.name	O	_	_	_	_
187	聲	O	O	O	_	_	_	_
188	言	O	O	O	_	_	_	_
189	敝	O	O	O	_	_	_	_
190	業	O	O	O	_	_	_	_
191	同	O	O	O	_	_	_	_
192	人	O	O	O	_	_	_	_
193	之	O	O	O	_	_	_	_
194	意	O	O	O	_	_	_	_
195	須	O	O	O	_	_	_	_
196	請	O	O	O	_	_	_	_
197	總	O	O	O	_	_	_	_
198	代	O	O	O	_	_	_	_
199	表	O	O	O	_	_	_	_
200	早	O	O	O	_	_	_	_
201	日	O	O	O	_	_	_	_
202	進	O	O	O	_	_	_	_
203	京	O	O	O	_	_	_	_
205	設	O	O	O	_	_	_	_
206	法	O	O	O	_	_	_	_
207	催	O	O	O	_	_	_	_
208	促	O	O	O	_	_	_	_
209	現	O	O	O	_	_	_	_
210	西	O	O	O	_	_	_	_
211	菸	O	O	O	_	_	_	_
212	帮	O	O	O	_	_	_	_
213	同	O	O	O	_	_	_	_
214	人	O	O	O	_	_	_	_
215	對	O	O	O	_	_	_	_
216	於	O	O	O	_	_	_	_
217	此	O	O	O	_	_	_	_
218	事	O	O	O	_	_	_	_
219	非	O	O	O	_	_	_	_
220	常	O	O	O	_	_	_	_
221	堅	O	O	O	_	_	_	_
222	决	O	O	O	_	_	_	_
223	所	O	O	O	_	_	_	_
224	有	O	O	O	_	_	_	_
225	因	O	O	O	_	_	_	_
226	公	O	O	O	_	_	_	_
227	費	O	O	O	_	_	_	_
228	用	O	O	O	_	_	_	_
229	均	O	O	O	_	_	_	_
230	願	O	O	O	_	_	_	_
231	贊	O	O	O	_	_	_	_
232	助	O	O	O	_	_	_	_
233	特	O	O	O	_	_	_	_
234	先	O	O	O	_	_	_	_
235	報	O	O	O	_	_	_	_
236	告	O	O	O	_	_	_	_
237	次	O	O	O	_	_	_	_
238	提	O	O	O	_	_	_	_
239	議	O	O	O	_	_	_	_
240	附	O	O	O	_	_	_	_
241	入	O	O	O	_	_	_	_
242	全	B-org.asso	O	O	_	_	_	_
243	國	I-org.asso	O	O	_	_	_	_
244	商	I-org.asso	O	O	_	_	_	_
246	會	I-org.asso	O	O	_	_	_	_
247	聯	I-org.asso	O	O	_	_	_	_
248	合	I-org.asso	O	O	_	_	_	_
249	會	I-org.asso	O	O	_	_	_	_
250	問	O	O	O	_	_	_	_
251	題	O	O	O	_	_	_	_
252	公	O	O	O	_	_	_	_
253	决	O	O	O	_	_	_	_
254	本	O	O	O	_	_	_	_
255	埠	O	O	O	_	_	_	_
256	同	O	O	O	_	_	_	_
257	人	O	O	O	_	_	_	_
258	一	O	O	O	_	_	_	_
259	致	O	O	O	_	_	_	_
260	贊	O	O	O	_	_	_	_
261	成	O	O	O	_	_	_	_
262	應	O	O	O	_	_	_	_
263	再	O	O	O	_	_	_	_
264	通	O	O	O	_	_	_	_
265	函	O	O	O	_	_	_	_
266	外	O	O	O	_	_	_	_
267	埠	O	O	O	_	_	_	_
268	各	O	O	O	_	_	_	_
269	分	O	O	O	_	_	_	_
270	會	O	O	O	_	_	_	_
271	徵	O	O	O	_	_	_	_
272	求	O	O	O	_	_	_	_
273	同	O	O	O	_	_	_	_
274	意	O	O	O	_	_	_	_
275	以	O	O	O	_	_	_	_
276	便	O	O	O	_	_	_	_
277	實	O	O	O	_	_	_	_
278	行	O	O	O	_	_	_	_
279	議	O	O	O	_	_	_	_
280	畢	O	O	O	_	_	_	_
281	時	O	O	O	_	_	_	_
282	巳	O	O	O	_	_	_	_
283	五	O	O	O	_	_	_	_
284	鐘	O	O	O	_	_	_	_
285	遂	O	O	O	_	_	_	_
287	散	O	O	O	_	_	_	_
288	會	O	O	O	_	_	_	_

# 6-SPSP191709210607
0	十	B-time.rel.day	O	O	_	_	_	_
1	二	I-time.rel.day	O	O	_	_	_	_
2	日	I-time.rel.day	O	O	_	_	_	_
3	十	O	O	O	_	_	_	_
4	二	O	O	O	_	_	_	_
5	時	O	O	O	_	_	_	_
6	李	B-pers.ind	B-comp.name	O	_	_	Q11097824	_
7	省	I-pers.ind	B-comp.func	O	_	_	_	_
8	長	I-pers.ind	I-comp.func	O	_	_	_	_
9	蒞	O	O	O	_	_	_	_
10	省	B-org.ent	O	O	_	_	_	_
11	會	I-org.ent	O	O	_	_	_	_
12	由	O	O	O	_	_	_	_
13	陸	B-pers.ind	B-comp.name	O	_	_	_	_
14	議	I-pers.ind	B-comp.func	O	_	_	_	_
15	長	I-pers.ind	I-comp.func	O	_	_	_	_
16	及	O	O	O	_	_	_	_
17	各	O	O	O	_	_	_	_
18	議	O	O	O	_	_	_	_
19	員	O	O	O	_	_	_	_
20	招	O	O	O	_	_	_	_
21	待	O	O	O	_	_	_	_
22	於	O	O	O	_	_	_	_
23	談	O	O	O	_	_	_	_
24	話	O	O	O	_	_	_	_
25	室	O	O	O	_	_	_	_
26	陸	B-pers.ind	B-comp.name	O	_	_	_	_
27	副	I-pers.ind	B-comp.func	O	_	_	_	_
28	議	I-pers.ind	I-comp.func	O	_	_	_	_
29	長	I-pers.ind	I-comp.func	O	_	_	_	_
30	起	O	O	O	_	_	_	_
31	言	O	O	O	_	_	_	_
32	今	O	O	O	_	_	_	_
33	日	O	O	O	_	_	_	_
34	之	O	O	O	_	_	_	_
35	歡	O	O	O	_	_	_	_
36	迎	O	O	O	_	_	_	_
37	會	O	O	O	_	_	_	_
38	與	O	O	O	_	_	_	_
39	尋	O	O	O	_	_	_	_
41	當	O	O	O	_	_	_	_
42	之	O	O	O	_	_	_	_
43	歡	O	O	O	_	_	_	_
44	迎	O	O	O	_	_	_	_
45	會	O	O	O	_	_	_	_
46	不	O	O	O	_	_	_	_
47	同	O	O	O	_	_	_	_
48	蓋	O	O	O	_	_	_	_
49	今	O	O	O	_	_	_	_
50	日	O	O	O	_	_	_	_
51	之	O	O	O	_	_	_	_
52	歡	O	O	O	_	_	_	_
53	迎	O	O	O	_	_	_	_
54	一	O	O	O	_	_	_	_
55	致	O	O	O	_	_	_	_
56	意	O	O	O	_	_	_	_
57	見	O	O	O	_	_	_	_
58	不	O	O	O	_	_	_	_
59	在	O	O	O	_	_	_	_
60	於	O	O	O	_	_	_	_
61	省	O	O	B-COREF	6	_	_	_
62	長	O	O	I-COREF	_	_	_	_
63	而	O	O	O	_	_	_	_
64	在	O	O	O	_	_	_	_
65	於	O	O	O	_	_	_	_
66	李	B-pers.ind	B-comp.name	O	_	_	Q11097824	_
67	省	I-pers.ind	B-comp.func	O	_	_	_	_
68	長	I-pers.ind	I-comp.func	O	_	_	_	_
69	個	O	O	O	_	_	_	_
70	人	O	O	O	_	_	_	_
71	以	O	O	O	_	_	_	_
72	粤	B-loc.adm.reg	B-comp.demonym	O	_	_	Q15175	_
73	人	O	I-comp.demonym	O	_	_	_	_
74	而	O	O	O	_	_	_	_
75	爲	O	O	O	_	_	_	_
76	粤	B-loc.adm.reg	O	B-COREF	188	_	Q15175	_
77	省	O	B-comp.func	I-COREF	_	_	_	_
78	長	O	I-comp.func	I-COREF	_	_	_	_
79	民	B-time.rel.ref	O	O	_	_	_	_
80	國	I-time.rel.ref	O	O	_	_	_	_
82	成	O	O	O	_	_	_	_
83	立	O	O	O	_	_	_	_
84	以	O	O	O	_	_	_	_
85	後	O	O	O	_	_	_	_
86	我	O	O	O	_	_	_	_
87	粤	B-loc.adm.reg	B-comp.demonym	O	_	_	Q15175	_
88	人	O	I-comp.demonym	O	_	_	_	_
89	之	O	O	O	_	_	_	_
90	爲	O	O	O	_	_	_	_
91	本	O	O	O	_	_	_	_
92	省	O	O	O	_	_	_	_
93	省	O	O	B-COREF	76	_	_	_
94	長	O	O	I-COREF	_	_	_	_
95	者	O	O	O	_	_	_	_
96	前	O	O	O	_	_	_	_
97	僅	O	O	O	_	_	_	_
98	有	O	O	O	_	_	_	_
99	胡	B-pers.ind	B-comp.name	O	_	_	_	_
100	漢	I-pers.ind	I-comp.name	O	_	_	_	_
101	民	I-pers.ind	I-comp.name	O	_	_	_	_
103	一	O	O	O	_	_	_	_
104	人	O	O	O	_	_	_	_
105	今	O	O	O	_	_	_	_
106	爲	O	O	O	_	_	_	_
107	第	O	O	O	_	_	_	_
108	二	O	O	O	_	_	_	_
109	次	O	O	O	_	_	_	_
110	矣	O	O	O	_	_	_	_
111	省	O	O	O	_	_	_	_
112	長	O	O	O	_	_	_	_
113	聲	O	O	O	_	_	_	_
114	望	O	O	O	_	_	_	_
115	素	O	O	O	_	_	_	_
116	隆	O	O	O	_	_	_	_
117	且	O	O	O	_	_	_	_
118	以	O	O	O	_	_	_	_
119	粤	B-loc.adm.reg	B-comp.demonym	O	_	_	Q15175	_
120	人	O	I-comp.demonym	O	_	_	_	_
121	辦	O	O	O	_	_	_	_
122	粤	B-loc.adm.reg	O	O	_	_	_	_
123	事	O	O	O	_	_	_	_
124	將	O	O	O	_	_	_	_
125	來	O	O	O	_	_	_	_
126	我	O	O	O	_	_	_	_
127	粤	B-loc.adm.reg	O	O	_	_	Q15175	_
128	政	O	O	O	_	_	_	_
129	治	O	O	O	_	_	_	_
130	上	O	O	O	_	_	_	_
131	决	O	O	O	_	_	_	_
132	得	O	O	O	_	_	_	_
133	完	O	O	O	_	_	_	_
134	滿	O	O	O	_	_	_	_
135	之	O	O	O	_	_	_	_
136	效	O	O	O	_	_	_	_
137	果	O	O	O	_	_	_	_
138	本	O	O	B-COREF	10	_	_	_
139	會	O	O	I-COREF	_	_	_	_
140	全	O	O	O	_	_	_	_
141	體	O	O	O	_	_	_	_
142	極	O	O	O	_	_	_	_
144	表	O	O	O	_	_	_	_
145	同	O	O	O	_	_	_	_
146	情	O	O	O	_	_	_	_
147	謹	O	O	O	_	_	_	_
148	介	O	O	O	_	_	_	_
149	紹	O	O	O	_	_	_	_
150	各	O	O	O	_	_	_	_
151	位	O	O	O	_	_	_	_
152	與	O	O	O	_	_	_	_
153	省	O	O	B-COREF	188	_	_	_
154	長	O	O	I-COREF	_	_	_	_
155	行	O	O	O	_	_	_	_
156	相	O	O	O	_	_	_	_
157	見	O	O	O	_	_	_	_
158	禮	O	O	O	_	_	_	_
159	用	O	O	O	_	_	_	_
160	表	O	O	O	_	_	_	_
161	誠	O	O	O	_	_	_	_
162	意	O	O	O	_	_	_	_
163	於	O	O	O	_	_	_	_
164	是	O	O	O	_	_	_	_
165	各	O	O	O	_	_	_	_
166	議	O	O	O	_	_	_	_
167	員	O	O	O	_	_	_	_
168	與	O	O	O	_	_	_	_
169	省	O	O	B-COREF	188	_	_	_
170	長	O	O	I-COREF	_	_	_	_
171	均	O	O	O	_	_	_	_
172	起	O	O	O	_	_	_	_
173	立	O	O	O	_	_	_	_
174	行	O	O	O	_	_	_	_
175	鞠	O	O	O	_	_	_	_
176	躬	O	O	O	_	_	_	_
177	禮	O	O	O	_	_	_	_
178	畢	O	O	O	_	_	_	_
179	陸	B-pers.ind	B-comp.name	O	_	_	_	_
180	議	I-pers.ind	B-comp.func	O	_	_	_	_
181	長	I-pers.ind	I-comp.func	O	_	_	_	_
182	請	O	O	O	_	_	_	_
183	省	O	O	B-COREF	188	_	_	_
185	長	O	O	I-COREF	_	_	_	_
186	演	O	O	O	_	_	_	_
187	說	O	O	O	_	_	_	_
188	李	B-pers.ind	B-comp.name	O	_	_	Q11097824	_
189	省	I-pers.ind	B-comp.func	O	_	_	_	_
190	長	I-pers.ind	I-comp.func	O	_	_	_	_
191	起	O	O	O	_	_	_	_
192	立	O	O	O	_	_	_	_
193	演	O	O	O	_	_	_	_
194	說	O	O	O	_	_	_	_
195	曰	O	O	O	_	_	_	_
196	耀	B-pers.ind	B-comp.name	B-COREF	188	_	Q11097824	_
197	漢	I-pers.ind	I-comp.name	I-COREF	_	_	_	_
198	兼	O	O	O	_	_	_	_
199	任	O	O	O	_	_	_	_
200	省	O	O	O	_	_	_	_
201	長	O	O	O	_	_	_	_
202	接	O	O	O	_	_	_	_
203	印	O	O	O	_	_	_	_
204	視	O	O	O	_	_	_	_
205	事	O	O	O	_	_	_	_
206	一	O	O	O	_	_	_	_
207	星	O	O	O	_	_	_	_
208	期	O	O	O	_	_	_	_
209	於	O	O	O	_	_	_	_
210	兹	O	O	O	_	_	_	_
211	未	O	O	O	_	_	_	_
212	接	O	O	O	_	_	_	_
213	印	O	O	O	_	_	_	_
214	之	O	O	O	_	_	_	_
215	先	O	O	O	_	_	_	_
216	旣	O	O	O	_	_	_	_
217	勞	O	O	O	_	_	_	_
218	貴	O	O	O	_	_	_	_
219	省	O	O	O	_	_	_	_
220	會	O	O	O	_	_	_	_
221	諸	O	O	O	_	_	_	_
222	君	O	O	O	_	_	_	_
223	到	O	O	O	_	_	_	_
224	肇	O	O	O	_	_	_	_
226	今	O	O	O	_	_	_	_
227	日	O	O	O	_	_	_	_
228	承	O	O	O	_	_	_	_
229	開	O	O	O	_	_	_	_
230	會	O	O	O	_	_	_	_
231	歡	O	O	O	_	_	_	_
232	迎	O	O	O	_	_	_	_
233	何	O	O	O	_	_	_	_
234	以	O	O	O	_	_	_	_
235	克	O	O	O	_	_	_	_
236	當	O	O	O	_	_	_	_
238	漢	O	O	O	_	_	_	_
239	武	O	O	O	_	_	_	_
240	人	O	O	O	_	_	_	_
241	雖	O	O	O	_	_	_	_
242	無	O	O	O	_	_	_	_
243	高	O	O	O	_	_	_	_
244	深	O	O	O	_	_	_	_
245	政	O	O	O	_	_	_	_
246	見	O	O	O	_	_	_	_
247	表	O	O	O	_	_	_	_
248	示	O	O	O	_	_	_	_
249	惟	O	O	O	_	_	_	_
250	愛	O	O	O	_	_	_	_
251	護	O	O	O	_	_	_	_
252	桑	O	O	O	_	_	_	_
253	梓	O	O	O	_	_	_	_
254	之	O	O	O	_	_	_	_
255	誠	O	O	O	_	_	_	_
256	與	O	O	O	_	_	_	_
257	諸	O	O	O	_	_	_	_
258	君	O	O	O	_	_	_	_
259	相	O	O	O	_	_	_	_
260	等	O	O	O	_	_	_	_
261	今	O	O	O	_	_	_	_
262	有	O	O	O	_	_	_	_
263	一	O	O	O	_	_	_	_
264	粗	O	O	O	_	_	_	_
265	淺	O	O	O	_	_	_	_
266	之	O	O	O	_	_	_	_
267	譬	O	O	O	_	_	_	_
268	喻	O	O	O	_	_	_	_
269	無	O	O	O	_	_	_	_
270	論	O	O	O	_	_	_	_
271	一	O	O	O	_	_	_	_
272	國	O	O	O	_	_	_	_
273	或	O	O	O	_	_	_	_
274	一	O	O	O	_	_	_	_
275	省	O	O	O	_	_	_	_
276	譬	O	O	O	_	_	_	_
277	如	O	O	O	_	_	_	_
279	一	O	O	O	_	_	_	_
280	舟	O	O	O	_	_	_	_
281	若	O	O	O	_	_	_	_
282	遇	O	O	O	_	_	_	_
283	風	O	O	O	_	_	_	_
284	平	O	O	O	_	_	_	_
285	浪	O	O	O	_	_	_	_
286	靜	O	O	O	_	_	_	_
287	之	O	O	O	_	_	_	_
288	時	O	O	O	_	_	_	_
289	舟	O	O	O	_	_	_	_
290	師	O	O	O	_	_	_	_
291	可	O	O	O	_	_	_	_
292	按	O	O	O	_	_	_	_
293	平	O	O	O	_	_	_	_
294	日	O	O	O	_	_	_	_
295	風	O	O	O	_	_	_	_
296	濤	O	O	O	_	_	_	_
297	沙	O	O	O	_	_	_	_
298	線	O	O	O	_	_	_	_
299	守	O	O	O	_	_	_	_
300	定	O	O	O	_	_	_	_
301	維	O	O	O	_	_	_	_
302	經	O	O	O	_	_	_	_
303	進	O	O	O	_	_	_	_
304	行	O	O	O	_	_	_	_
305	自	O	O	O	_	_	_	_
307	達	O	O	O	_	_	_	_
308	到	O	O	O	_	_	_	_
309	彼	O	O	O	_	_	_	_
310	岸	O	O	O	_	_	_	_
311	而	O	O	O	_	_	_	_
312	同	O	O	O	_	_	_	_
313	舟	O	O	O	_	_	_	_
314	之	O	O	O	_	_	_	_
315	人	O	O	O	_	_	_	_
316	容	O	O	O	_	_	_	_
317	與	O	O	O	_	_	_	_
318	中	O	O	O	_	_	_	_
319	流	O	O	O	_	_	_	_
320	亦	O	O	O	_	_	_	_
321	各	O	O	O	_	_	_	_
322	適	O	O	O	_	_	_	_
323	其	O	O	O	_	_	_	_
324	適	O	O	O	_	_	_	_
325	倘	O	O	O	_	_	_	_
326	一	O	O	O	_	_	_	_
327	遇	O	O	O	_	_	_	_
328	颶	O	O	O	_	_	_	_
329	風	O	O	O	_	_	_	_
330	則	O	O	O	_	_	_	_
331	以	O	O	O	_	_	_	_
332	保	O	O	O	_	_	_	_
333	全	O	O	O	_	_	_	_
334	此	O	O	O	_	_	_	_
335	舟	O	O	O	_	_	_	_
336	爲	O	O	O	_	_	_	_
337	先	O	O	O	_	_	_	_
338	而	O	O	O	_	_	_	_
339	同	O	O	O	_	_	_	_
340	舟	O	O	O	_	_	_	_
341	之	O	O	O	_	_	_	_
342	人	O	O	O	_	_	_	_
343	亦	O	O	O	_	_	_	_
344	須	O	O	O	_	_	_	_
